RCD,Symbol,HGNC_ID,ENSG_stable,Dependence,Evidence,Test_organism,Pathway,Confidence,Experiments,Caution,UniProtAC,PMID,Remark,Last_update,Data_source,Gene_type,Category
Ferroptosis,RPL8,HGNC:10368,ENSG00000161016,_NA_,Required in erastin-induced ferroptosis. Silencing of it conferred against erastin-induced ferroptosis.,Human,RPL8 :+: Ferroptosis,Validated,1,_NA_,P62917,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,IREB2,HGNC:6115,ENSG00000136381,_NA_,Required in erastin-induced ferroptosis. Silencing of it conferred against erastin-induced ferroptosis.,Human,IREB2 :+: Ferroptosis,Validated,6,_NA_,P48200,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ATP5MC3,HGNC:843,ENSG00000154518,_NA_,Required in erastin-induced ferroptosis. Silencing of it conferred against erastin-induced ferroptosis.,Human,ATP5MC3 :+: Ferroptosis,Validated,1,_NA_,P48201,22632970,ATP5G3 in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,CS,HGNC:2422,ENSG00000062485,_NA_,Required in erastin-induced ferroptosis. Silencing of it conferred against erastin-induced ferroptosis.,Human,CS :+: Ferroptosis,Validated,1,_NA_,O75390,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,EMC2,HGNC:28963,ENSG00000104412,_NA_,Required in erastin-induced ferroptosis. Silencing of it conferred against erastin-induced ferroptosis.,Human,EMC2 :+: Ferroptosis,Validated,1,_NA_,Q15006,22632970,TTC35 in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ACSF2,HGNC:26101,ENSG00000167107,_NA_,Required in erastin-induced ferroptosis. Silencing of it conferred against erastin-induced ferroptosis.,Human,ACSF2 :+: Ferroptosis,Validated,3,_NA_,Q96CM8,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,NOX1,HGNC:7889,ENSG00000007952,_NA_,Suppresses erastin-induced ferroptosis when inhibited by inhibitor.,Human,NOX1 :+: Ferroptosis,Deduced,2,The presented inhibition study is not sufficient to confirm its role in ferroptosis.,Q9Y5S8,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,CYBB,HGNC:2578,ENSG00000165168,_NA_,Suppresses erastin-induced ferroptosis when inhibited by inhibitor.,Human,CYBB :+: Ferroptosis,Deduced,2,The presented inhibition study is not sufficient to confirm its role in ferroptosis.,P04839,22632970,NOX2 in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,NOX3,HGNC:7890,ENSG00000074771,_NA_,Suppresses erastin-induced ferroptosis when inhibited by inhibitor.,Human,NOX3 :+: Ferroptosis,Deduced,1,The presented inhibition study is not sufficient to confirm its role in ferroptosis.,Q9HBY0,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,NOX4,HGNC:7891,ENSG00000086991,_NA_,Suppresses erastin-induced ferroptosis when inhibited by inhibitor.,Human,NOX4 :+: Ferroptosis,Deduced,8,The presented inhibition study is not sufficient to confirm its role in ferroptosis.,Q9NPH5,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,NOX5,HGNC:14874,ENSG00000255346,_NA_,Suppresses erastin-induced ferroptosis when inhibited by inhibitor.,Human,NOX5 :+: Ferroptosis,Deduced,1,The presented inhibition study is not sufficient to confirm its role in ferroptosis.,Q96PH1,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,DUOX1,HGNC:3062,ENSG00000137857,_NA_,Suppresses erastin-induced ferroptosis when inhibited by inhibitor.,Human,DUOX1 :+: Ferroptosis,Deduced,2,The presented inhibition study is not sufficient to confirm its role in ferroptosis.,Q9NRD9,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,DUOX2,HGNC:13273,ENSG00000140279,_NA_,Suppresses erastin-induced ferroptosis when inhibited by inhibitor.,Human,DUOX2 :+: Ferroptosis,Deduced,1,The presented inhibition study is not sufficient to confirm its role in ferroptosis.,Q9NRD8,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,G6PD,HGNC:4057,ENSG00000160211,_NA_,Required in erastin-induced ferroptosis.,Human,G6PD :+: Ferroptosis,Validated,1,_NA_,P11413,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,PGD,HGNC:8891,ENSG00000142657,_NA_,Required in erastin-induced ferroptosis.,Human,PGD :+: Ferroptosis,Validated,1,_NA_,P52209,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,VDAC2,HGNC:12672,ENSG00000165637,_NA_,Required in erastin-induced ferroptosis.,Human,VDAC2 :+: Ferroptosis,Validated,2,_NA_,P45880,22632970,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,PIK3CA,HGNC:8975,ENSG00000121879,_NA_,Inhibitor blocked ferroptotic cell death.,Mice,"PIK3CA :-: GSH, GSH :-: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,1,Also involved in necrosis and apoptosis.,P42336,24739485,PI3Kalpha in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,FLT3,HGNC:3765,ENSG00000122025,_NA_,Inhibitor blocked ferroptotic cell death.,Mice,"FLT3 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,1,Also involved in necrosis and apoptosis.,P36888,24739485,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,SCP2,HGNC:10606,ENSG00000116171,_NA_,"SCP-2 inhibitors showed anti-ferroptotic activity, which was substantiated by knocking down SCP-2 in Gpx4−/− cells.",Mice,SCP2 :+: Ferroptosis,Validated,2,Transient effect. Other translocases may work in parallel.,P22307,25402683,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,TP53,HGNC:11998,ENSG00000141510,_NA_,Inhibits cystine uptake and sensitizes cells to ferroptosis. Erastin induced high levels of cell death in p53+/+ MEFs.,"Human, mice","TP53 :-: SLC7A11, SLC7A11 :+: Cystine, Cystine :-: Ferroptosis",Validated,18,The acetylation-defective mutant (p53[3KR]) also retains the ability to induce ferroptosis upon reactive oxygen species (ROS)-induced stress.,P04637,25799988,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ACSL4,HGNC:3571,ENSG00000068366,_NA_,Deletion of this gene likely suppress ferroptosis by limiting the membrane-resident pool of oxidation-sensitive fatty acids.,Human,ACSL4 :+: Ferroptosis,Predicted,32,Author prediction based on gene function.,O60488,25965523,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,LPCAT3,HGNC:30244,ENSG00000111684,_NA_,Deletion of this gene likely suppress ferroptosis by limiting the membrane-resident pool of oxidation-sensitive fatty acids.,Human,LPCAT3 :+: Ferroptosis,Predicted,5,Author prediction based on gene function.,Q6P1A2,25965523,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,NRAS,HGNC:7989,ENSG00000213281,_NA_,NRAS12V mutant protects RMS13 cells from ferroptotic cell death.,Human,NRAS :+: Ferroptosis,Deduced,1,Inferred as a promoter because RAS mutant is resistant to ferroptosis.,P01111,26157704,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,KRAS,HGNC:6407,ENSG00000133703,_NA_,KRAS12V mutant protects RMS13 cells from ferroptotic cell death.,Human,KRAS :+: Ferroptosis,Deduced,2,Inferred as a promoter because RAS mutant is resistant to ferroptosis.,P01116,26157704,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,HRAS,HGNC:5173,ENSG00000174775,_NA_,HRAS12V mutant protects RMS13 cells from ferroptotic cell death.,Human,HRAS :+: Ferroptosis,Deduced,2,Inferred as a promoter because RAS mutant is resistant to ferroptosis.,P01112,26157704,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,TF,HGNC:11740,ENSG00000091513,_NA_,Essential for the induction of ferroptotic cell death. Transferrin can only interact with transferrin receptor and be transported into the cell when it is loaded with iron.,Mice,TF :+: Ferroptosis,Validated,2,Recognized as a suppressor in other studies.,P02787,26166707,Transferrin in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,TFRC,HGNC:11763,ENSG00000072274,_NA_,RNAi of transferrin receptor (TfR) inhibited ferroptosis.,Mice,TFRC :+: Ferroptosis,Validated,10,_NA_,P02786,26166707,Tfr in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,TFR2,HGNC:11762,ENSG00000106327,_NA_,RNAi of transferrin receptor (TfR) inhibited ferroptosis.,Mice,TFR2 :+: Ferroptosis,Validated,1,_NA_,Q9UP52,26166707,Tfr in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,SLC38A1,HGNC:13447,ENSG00000111371,_NA_,RNAi knockdown markedly blocked ferroptosis.,Mice,"SLC38A1 :+: Glutamine, Glutamine :+: Glutamate, Glutamate :+: alpha-Ketoglutarate, alpha-Ketoglutarate :+: Ferroptosis",Validated,3,_NA_,Q9H2H9,26166707,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,SLC1A5,HGNC:10943,ENSG00000105281,_NA_,Pharmacological inhibition by L-g-glutamyl-p-nitroanilide or RNAi knockdown markedly blocked ferroptosis.,Mice,"SLC1A5 :+: Glutamine, Glutamine :+: Glutamate, Glutamate :+: alpha-Ketoglutarate, alpha-Ketoglutarate :+: Ferroptosis",Validated,3,_NA_,Q15758,26166707,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,GLS2,HGNC:29570,ENSG00000135423,_NA_,Both inhibitor inhibition and gene knockdown inhibit ferroptotic cell death.,Mice,"GSL2 :+: Glutamate, Glutamate :+: Ferroptosis",Validated,5,_NA_,Q9UI32,26166707,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,GOT1,HGNC:4432,ENSG00000120053,_NA_,RNAi reduced ferroptosis.,Mice,"GOT1 :+: alpha-Ketoglutarate, alpha-Ketoglutarate :+: Ferroptosis",Validated,2,_NA_,P17174,26166707,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,CARS1,HGNC:1493,ENSG00000110619,_NA_,"Required for ferroptosis in diverse cell contexts. Knockdown of CARS inhibited erastin-induced death by preventing the induction of lipid reactive oxygen species, without altering iron homeostasis.","Human, rat","CARS1 :-: Transsulfuration pathway, Transsulfuration pathway :-: Ferroptosis",Validated,1,_NA_,P49589,26184909,CARS in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,TP53,HGNC:11998,ENSG00000141510,_NA_,Wild type p53 can induce ferroptosis upon reactive oxygen species (ROS)-induced stress.,Human,"TP53 :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,18,_NA_,P04637,26218928,p53 in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ALOX5,HGNC:435,ENSG00000012779,_NA_,The 5-Lipoxygenase inhibitor zileuton protected HT22 neuronal cells from erastin-induced ferroptosis.,Mice,"ALOX5 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,6,_NA_,P09917,26235588,5-LOX in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,KEAP1,HGNC:23177,ENSG00000079999,_NA_,Knockdown of Keap1 reversed loss of p62-increased degradation of NRF2 in ferroptosis. Keap1 knockdown led to resistance to erastin-induced and sorafenib-induced growth inhibition with decreased ferroptotic events in the absence or presence of p62 knockdown.,"Human, mice","KEAP1 :-: NFE2L2, NFE2L2 :-: Ferroptosis",Validated,9,_NA_,Q14145,26403645,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,HMOX1,HGNC:5013,ENSG00000100292,_NA_,"Zinc protoporphyrin IX, a HO-1 inhibitor, prevented Erastin-triggered ferroptotic cancer cell death. Overexpression accelerates erastin-induced cell death.","Human, mice","HMOX1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,17,"Other articles (PMID 26403645, 28515173) suggest it a suppressor.",P09601,26405158,HO-1 in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,TP53,HGNC:11998,ENSG00000141510,_NA_,p53^3KR/3KR Xrcc4^-/- MEF cells are very sensitive to ferroptosis. Stabilized in the spleens of p53^3KR/3KR Xrcc4^-/- mice which enables to prevent the development of pro-B-cell lymphomas.,Mice,"TP53 :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,18,_NA_,P04637,26943586,p53 in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,TP53,HGNC:11998,ENSG00000141510,_NA_,Incubation with erastin led to profound cell death in wild-type MEFs.,"Human, mice","TP53 :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,18,_NA_,P04637,27034505,p53 in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,GLS2,HGNC:29570,ENSG00000135423,_NA_,"Upregulated in erastin-treated wild-type MEFs, and silencing Gls2 exihibits cell death defect in wild-type MEFs treated with erastin.",Mice,GLS2 :+: Ferroptosis,Validated,5,_NA_,Q9UI32,27034505,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ATG5,HGNC:589,ENSG00000057663,_NA_,Knockout or knockdown limited erastin-induced ferroptosis.,"Human, mice",ATG5 :+: Ferroptosis,Validated,3,_NA_,Q9H1Y0,27245739,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ATG7,HGNC:16935,ENSG00000197548,_NA_,Knockout or knockdown limited erastin-induced ferroptosis.,"Human, mice",ATG7 :+: Ferroptosis,Validated,2,_NA_,O95352,27245739,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,NCOA4,HGNC:7671,ENSG00000266412,_NA_,"Inhibition suppressed ferroptosis, and overexpression promoted ferroptosis.",Human,"NCOA4 :-: FTH1, FTH1 :-: Ferroptosis",Validated,12,_NA_,Q13772,27245739,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,TF,HGNC:11740,ENSG00000091513,_NA_,Involved in siramesine and lapatinib-induced ferroptotic cell death. Increased following treatment with lapatinib alone or in combination with siramesine. Knocking down of transferrin resulted in decreased cell death and ROS after treatment.,Human,"TF :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,2,Recognized as a suppressor in other studies.,P02787,27441659,Transferrin in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ALOX5,HGNC:435,ENSG00000012779,_NA_,Silencing ALOX genes made cells resistant to ferroptosis.,Human,"ALOX5 :+: PUFAs peroxidation, PUFAs peroxidation :+: Ferroptosis",Validated,6,_NA_,P09917,27506793,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ALOX12,HGNC:429,ENSG00000108839,_NA_,Silencing ALOX genes made cells resistant to ferroptosis.,Human,"ALOX12 :+: PUFAs peroxidation, PUFAs peroxidation :+: Ferroptosis",Validated,5,_NA_,P18054,27506793,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ALOX12B,HGNC:430,ENSG00000179477,_NA_,Silencing ALOX genes made cells resistant to ferroptosis.,Human,"ALOX12B :+: PUFAs peroxidation, PUFAs peroxidation :+: Ferroptosis",Validated,1,_NA_,O75342,27506793,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ALOX15,HGNC:433,ENSG00000161905,_NA_,Silencing ALOX genes made cells resistant to ferroptosis.,Human,"ALOX15 :+: PUFAs peroxidation, PUFAs peroxidation :+: Ferroptosis",Validated,10,_NA_,P16050,27506793,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ALOX15B,HGNC:434,ENSG00000179593,_NA_,"Silencing ALOX genes made cells resistant to ferroptosis. Erastin-induced cell death was rescued by silencing either ALOX15B or ALOXE3, which supported the hypothesis that lipoxygenases are required for ferroptosis.",Human,"ALOX15B :+: PUFAs peroxidation, PUFAs peroxidation :+: Ferroptosis",Validated,4,_NA_,O15296,27506793,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ALOXE3,HGNC:13743,ENSG00000179148,_NA_,"Silencing ALOX genes made cells resistant to ferroptosis. Erastin-induced cell death was rescued by silencing either ALOX15B or ALOXE3, which supported the hypothesis that lipoxygenases are required for ferroptosis.",Human,"ALOXE3 :+: PUFAs peroxidation, PUFAs peroxidation :+: Ferroptosis",Validated,2,_NA_,Q9BYJ1,27506793,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,PHKG2,HGNC:8931,ENSG00000156873,_NA_,U-2-OS cells became resistant to erastin upon PHKG2 silencing. Erastin-treated HT-1080 cells were rescued by shPHKG2.,Human,"PHKG2 :+: PUFAs peroxidation, PUFAs peroxidation :+: Ferroptosis",Validated,2,_NA_,P15735,27506793,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,TFRC,HGNC:11763,ENSG00000072274,_NA_,The gene targets of the enriched shRNAs are potential genes that positively regulate ferroptosis.,Mice,"TFRC :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,10,_NA_,P02786,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ACO1,HGNC:117,ENSG00000122729,_NA_,The gene targets of the enriched shRNAs are potential genes that positively regulate ferroptosis.,Mice,"ACO1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,3,_NA_,P21399,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,IREB2,HGNC:6115,ENSG00000136381,_NA_,The gene targets of the enriched shRNAs are potential genes that positively regulate ferroptosis.,Mice,"IREB2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,6,_NA_,P48200,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,SLC38A1,HGNC:13447,ENSG00000111371,_NA_,The gene targets of the enriched shRNAs are potential genes that positively regulate ferroptosis.,Mice,"SLC38A1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,3,_NA_,Q9H2H9,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,GLS2,HGNC:29570,ENSG00000135423,_NA_,The gene targets of the enriched shRNAs are potential genes that positively regulate ferroptosis.,Mice,"GLS2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,5,_NA_,Q9UI32,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,G6PDX,_NA_,_NA_,_NA_,The gene targets of the enriched shRNAs are potential genes that positively regulate ferroptosis.,Mice,"G6PDX :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,1,_NA_,_NA_,27514700,Not found in HGNC,2020-12-31,FerrDb team,unknown,driver
Ferroptosis,ULK1,HGNC:12558,ENSG00000177169,_NA_,Potential positive regulators of ferroptosis. Knockout of ULK1 led to significantly lower levels of erastin-induced ferroptosis in a dose- and time-dependent manner.,Mice,"ULK1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,1,_NA_,O75385,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ATG3,HGNC:20962,ENSG00000144848,_NA_,"Potential positive regulators of ferroptosis. Knockout of ATG3 greatly reduced the sensitivity of MEFs to ferropotosis, and reconstituting ATG3 back to these cells restored the ferroptosis sensitivity.",Mice,"ATG3 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,1,_NA_,Q9NT62,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ATG4D,HGNC:20789,ENSG00000130734,_NA_,Potential positive regulators of ferroptosis.,Mice,"ATG4D :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,1,_NA_,Q86TL0,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ATG5,HGNC:589,ENSG00000057663,_NA_,Potential positive regulators of ferroptosis. Knockout of ATG5 led to significantly lower levels of erastin-induced ferroptosis in a dose- and time-dependent manner.,Mice,"ATG5 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,3,_NA_,Q9H1Y0,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,BECN1,HGNC:1034,ENSG00000126581,_NA_,Potential positive regulators of ferroptosis.,Mice,"BECN1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,10,_NA_,Q14457,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,MAP1LC3A,HGNC:6838,ENSG00000101460,_NA_,Potential positive regulators of ferroptosis.,Mice,"MAP1LC3A :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,1,_NA_,Q9H492,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,GABARAPL2,HGNC:13291,ENSG00000034713,_NA_,Potential positive regulators of ferroptosis.,Mice,"GABARAPL2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,1,_NA_,P60520,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,GABARAPL1,HGNC:4068,ENSG00000139112,_NA_,Potential positive regulators of ferroptosis.,Mice,"GABARAPL1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,2,_NA_,Q9H0R8,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ATG16L1,HGNC:21498,ENSG00000085978,_NA_,Potential positive regulators of ferroptosis.,Mice,"ATG16L1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,2,_NA_,Q676U5,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,WIPI1,HGNC:25471,ENSG00000070540,_NA_,Potential positive regulators of ferroptosis.,Mice,"WIPI1 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,1,_NA_,Q5MNZ9,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,WIPI2,HGNC:32225,ENSG00000157954,_NA_,Potential positive regulators of ferroptosis.,Mice,"WIPI2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,1,_NA_,Q9Y4P8,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,SNX4,HGNC:11175,ENSG00000114520,_NA_,Potential positive regulators of ferroptosis.,Mice,"SNX4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Screened,1,_NA_,O95219,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ATG13,HGNC:29091,ENSG00000175224,_NA_,"Knockout of ATG13 greatly reduced the sensitivity of MEFs to ferropotosis, and reconstituting ATG13 back to these cells restored the ferroptosis sensitivity.",Mice,"ATG13 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,1,_NA_,O75143,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ULK2,HGNC:13480,ENSG00000083290,_NA_,Knockout of ULK2 led to significantly lower levels of erastin-induced ferroptosis in a dose- and time-dependent manner.,Mice,"ULK2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,1,_NA_,Q8IYT8,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,NCOA4,HGNC:7671,ENSG00000266412,_NA_,Elimination of NCOA4 expression by RNAi knockdown significantly block ferroptosis,"Human, mice","NCOA4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,12,_NA_,Q13772,27514700,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ACSL4,HGNC:3571,ENSG00000068366,_NA_,"Knockdown inhibited erastin-induced ferroptosis, whereas overexpression restored ferroptosis sensitization.",Human,"ACSL4 :+: 5-HETE, 5-HETE :+: Ferroptosis",Validated,32,_NA_,O60488,27565726,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,TP53,HGNC:11998,ENSG00000141510,_NA_,"p53 acetylation has a critical role in ferroptotic responses. Simultaneous loss of K98/117/161/162 acetylations is unable to induce ferroptosis, and its ability to thwart cancer growth is also abrogated.","Human, mice","TP53 :-: SLC7A11, SLC7A11 :-: Ferroptosis",Validated,18,_NA_,P04637,27705786,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,SAT1,HGNC:10540,ENSG00000130066,_NA_,p53-mediated activation of SAT1 contributes to ferroptotic cell death in the presence of ROS stress. Knockdown of Sat1 partially rescued ROS-induced ferroptosis.,"Human, mice","SAT1 :+: ALOX15, ALOX15 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,4,Activated by p53.,P21673,27698118,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ALOX15,HGNC:433,ENSG00000161905,_NA_,"SAT1- and ROS-induced ferroptosis was completely abrogated by PD146176, an ALOX15-specific inhibitor.",Human,"ALOX15 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,10,_NA_,P16050,27698118,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ACSL4,HGNC:3571,ENSG00000068366,_NA_,Inhibition of ACSL4 was effective in protecting against RSL3-induced cell death. Acsl4 KO cells are resistant to ferroptosis.,Mice,"ACSL4 :+: PE, PE :+: Ferroptosis",Validated,32,_NA_,O60488,27842066,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,LPCAT3,HGNC:30244,ENSG00000111684,_NA_,Knockdown of Lpcat3 increased resistance to ferroptosis triggered by RSL3.,Mice,LPCAT3 :+: Ferroptosis,Validated,5,_NA_,Q6P1A2,27842066,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ALOX15,HGNC:433,ENSG00000161905,_NA_,Liproxstatin-1 inhibited the 15-LOX enzymatic activity and suppressed ferroptosis.,Mice,"ALOX15 :+: PE, PE :+: Ferroptosis",Validated,10,_NA_,P16050,27842066,15-LOX in article,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,ACSL4,HGNC:3571,ENSG00000068366,_NA_,An essential proferroptotic gene. Re-expression of Flag-tagged human wild-type (WT) ACSL4 (ACSL4-Flag) in Acsl4 KO Pfa1 cells restored full sensitivity to ferroptosis induction. Inhibition showed significantly prolonged survival compared to vehicle-treated mice.,"Human, mice",ACSL4 :+: Ferroptosis,Validated,32,_NA_,O60488,27842070,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,KEAP1,HGNC:23177,ENSG00000079999,_NA_,Keap 1 silencing decreased ferroptosis.,Mice,"KEAP1 :-: NFE2L2, NFE2L2 :-: Ferroptosis",Validated,9,_NA_,Q14145,28012440,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,EGFR,HGNC:3236,ENSG00000146648,_NA_,Cell death in activated EGFR mutant cells occurs by ferroptosis. Inhibiting EGFR and MAPK signaling rescued cell viability following cystine withdrawal.,Human,"EGFR :+: MAPK, MAPK :+: Ferroptosis",Validated,2,_NA_,P00533,28297659,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,NOX4,HGNC:7891,ENSG00000086991,_NA_,Inhibition of NADPH oxidase 4 (NOX4) blocked ferroptosis.,Human,"NOX4 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,8,_NA_,Q9NPH5,28297659,_NA_,2020-12-31,FerrDb team,gene with protein product,driver
Ferroptosis,MAPK3,HGNC:6877,ENSG00000102882,_NA_,Inhibiting EGFR and MAPK signaling rescued cell viability following cystine withdrawal.,Human,"MAPK :-: GPX4, GPX4 :-: Lipid ROS, MAPK :+: NOX4, NOX4 :+: H2O2, H2O2 :+: Lipid ROS, Lipid ROS :+: Ferroptosis",Validated,4,_NA_,P27361,28297659,ERK1 in article,2020-12-31,FerrDb team,gene with protein product,driver
